#F EADL97_MShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 M1 emission rates
#N 40
#L Z  TOTAL  M1M2  M1M3  M1M4  M1M5  M1N1  M1N2  M1N3  M1N4  M1N5  M1N6  M1N7  M1O1  M1O2  M1O3  M1O4  M1O5  M1O6  M1O7  M1O8  M1O9  M1P1  M1P2  M1P3  M1P4  M1P5  M1P6  M1P7  M1P8  M1P9  M1P10  M1P11  M1Q1  M1Q2  M1Q3
37  2.2514900E-04  1.7105000E-05  1.6197000E-04  4.6074000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
38  2.8098370E-04  2.0660200E-05  1.9672200E-04  6.3601500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
39  3.4055934E-04  2.3789100E-05  2.2784100E-04  8.3690400E-05  0.0000000E+00  0.0000000E+00  5.6692200E-07  4.6719200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
40  4.0764958E-04  2.6562500E-05  2.5595400E-04  1.0722200E-04  0.0000000E+00  0.0000000E+00  1.9314800E-06  1.5979600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
41  4.8152541E-04  2.8459200E-05  2.7592000E-04  1.2959900E-04  0.0000000E+00  0.0000000E+00  5.1445100E-06  4.2402700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
42  5.6157877E-04  2.9962500E-05  2.9248600E-04  1.5407600E-04  0.0000000E+00  0.0000000E+00  9.1906700E-06  7.5863600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
43  6.4995640E-04  3.0900900E-05  3.0376000E-04  1.7820900E-04  0.0000000E+00  0.0000000E+00  1.4817500E-05  1.2226900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
44  7.4583060E-04  3.1259100E-05  3.0949900E-04  2.0082500E-04  0.0000000E+00  0.0000000E+00  2.2075500E-05  1.8217200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
45  8.4466000E-04  3.0938200E-05  3.0877300E-04  2.2037200E-04  0.0000000E+00  0.0000000E+00  3.0782800E-05  2.5379400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
46  9.5227790E-04  3.0098500E-05  3.0279100E-04  2.3510700E-04  0.0000000E+00  0.0000000E+00  4.1833400E-05  3.4244800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
47  1.0645751E-03  2.9133600E-05  2.9556600E-04  2.5137700E-04  0.0000000E+00  0.0000000E+00  5.2080300E-05  4.2819500E-04  0.0000000E+00  0.0000000E+00  8.2232100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
48  1.1806257E-03  2.8003900E-05  2.8659200E-04  2.6666600E-04  0.0000000E+00  0.0000000E+00  6.2579100E-05  5.1556700E-04  0.0000000E+00  0.0000000E+00  2.1217700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
49  1.2978272E-03  2.6873100E-05  2.7757800E-04  2.8184700E-04  0.0000000E+00  0.0000000E+00  7.3866200E-05  6.0959400E-04  0.0000000E+00  0.0000000E+00  2.8068900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
50  1.4242117E-03  2.5914900E-05  2.7025900E-04  2.9882400E-04  0.0000000E+00  0.0000000E+00  8.5938800E-05  7.0947700E-04  0.0000000E+00  0.0000000E+00  3.3798000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
51  1.5503847E-03  2.4903300E-05  2.6230400E-04  3.1514600E-04  0.0000000E+00  0.0000000E+00  9.8162600E-05  8.1075100E-04  0.0000000E+00  0.0000000E+00  3.9117800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
52  1.6787087E-03  2.3922300E-05  2.5458600E-04  3.3155700E-04  0.0000000E+00  0.0000000E+00  1.1063800E-04  9.1367200E-04  0.0000000E+00  0.0000000E+00  4.4333400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
53  1.8119681E-03  2.3008800E-05  2.4749800E-04  3.4865100E-04  0.0000000E+00  0.0000000E+00  1.2353200E-04  1.0196600E-03  0.0000000E+00  0.0000000E+00  4.9618300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
54  1.9517121E-03  2.2185100E-05  2.4133500E-04  3.6668400E-04  0.0000000E+00  0.0000000E+00  1.3695800E-04  1.1297400E-03  0.0000000E+00  0.0000000E+00  5.4810000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
55  2.0819678E-03  2.1241500E-05  2.3377800E-04  3.8210600E-04  0.0000000E+00  0.0000000E+00  1.4979100E-04  1.2350100E-03  0.0000000E+00  0.0000000E+00  6.0041300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
56  2.2235025E-03  2.0426000E-05  2.2750800E-04  3.9974200E-04  0.0000000E+00  0.0000000E+00  1.6343400E-04  1.3465400E-03  0.0000000E+00  0.0000000E+00  6.5852500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
57  2.3729085E-03  1.9711100E-05  2.2231300E-04  4.1851500E-04  0.0000000E+00  0.0000000E+00  1.7774900E-04  1.4631500E-03  0.0000000E+00  0.0000000E+00  7.1470400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
58  2.5288032E-03  1.9642600E-05  2.2451000E-04  4.4636200E-04  0.0000000E+00  0.0000000E+00  1.9140600E-04  1.5705900E-03  0.0000000E+00  0.0000000E+00  7.6292600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
59  2.6771878E-03  1.9231800E-05  2.2284200E-04  4.6945500E-04  0.0000000E+00  0.0000000E+00  2.0507200E-04  1.6790900E-03  0.0000000E+00  0.0000000E+00  8.1497000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
60  2.8457052E-03  1.8969400E-05  2.2293700E-04  4.9643200E-04  0.0000000E+00  0.0000000E+00  2.2032400E-04  1.7996500E-03  0.0000000E+00  0.0000000E+00  8.7392800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
61  2.9728416E-03  1.8442100E-05  2.1993400E-04  5.1651800E-04  0.0000000E+00  0.0000000E+00  2.3239100E-04  1.8934600E-03  0.0000000E+00  0.0000000E+00  9.2096500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
62  3.1380300E-03  1.8171600E-05  2.1994000E-04  5.4351600E-04  0.0000000E+00  0.0000000E+00  2.4748500E-04  2.0111800E-03  0.0000000E+00  0.0000000E+00  9.7737400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
63  3.3116751E-03  1.7942100E-05  2.2042800E-04  5.7259600E-04  0.0000000E+00  0.0000000E+00  2.6327800E-04  2.1342000E-03  0.0000000E+00  0.0000000E+00  1.0323100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
64  3.5062138E-03  1.7657800E-05  2.2047500E-04  6.0182100E-04  0.0000000E+00  0.0000000E+00  2.8112000E-04  2.2751000E-03  0.0000000E+00  0.0000000E+00  1.1004000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
65  3.6766241E-03  1.7536100E-05  2.2255100E-04  6.3442400E-04  0.0000000E+00  0.0000000E+00  2.9638200E-04  2.3909200E-03  0.0000000E+00  0.0000000E+00  1.1481100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
66  3.8931579E-03  1.7483900E-05  2.2570900E-04  6.7207700E-04  0.0000000E+00  0.0000000E+00  3.1600900E-04  2.5401900E-03  0.0000000E+00  0.0000000E+00  1.2168900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
67  4.1191221E-03  1.7450100E-05  2.2897200E-04  7.1184600E-04  0.0000000E+00  0.0000000E+00  3.3626300E-04  2.6957200E-03  0.0000000E+00  0.0000000E+00  1.2887100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
68  4.3544469E-03  1.7422900E-05  2.3272900E-04  7.5379700E-04  0.0000000E+00  0.0000000E+00  3.5744900E-04  2.8566900E-03  0.0000000E+00  0.0000000E+00  1.3635900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
69  4.6047185E-03  1.7438500E-05  2.3705600E-04  7.9922600E-04  0.0000000E+00  0.0000000E+00  3.7997600E-04  3.0266900E-03  0.0000000E+00  0.0000000E+00  1.4433200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  4.8603365E-03  1.7433500E-05  2.4149400E-04  8.4602600E-04  0.0000000E+00  0.0000000E+00  4.0283400E-04  3.2000700E-03  0.0000000E+00  0.0000000E+00  1.5247900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  5.1259352E-03  1.7301500E-05  2.4421900E-04  8.8935300E-04  0.0000000E+00  0.0000000E+00  4.2554400E-04  3.3711900E-03  0.0000000E+00  0.0000000E+00  1.6117100E-04  0.0000000E+00  0.0000000E+00  2.0278000E-06  1.5128900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  5.4021482E-03  1.7134300E-05  2.4643300E-04  9.3236700E-04  0.0000000E+00  0.0000000E+00  4.4821200E-04  3.5432100E-03  0.0000000E+00  0.0000000E+00  1.7018200E-04  0.0000000E+00  0.0000000E+00  5.2080800E-06  3.9401800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  5.6888046E-03  1.6953800E-05  2.4847000E-04  9.7606800E-04  0.0000000E+00  0.0000000E+00  4.7113900E-04  3.7149300E-03  0.0000000E+00  0.0000000E+00  1.7953900E-04  0.0000000E+00  0.0000000E+00  9.4895600E-06  7.2215200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  5.9863651E-03  1.6744100E-05  2.5033600E-04  1.0200700E-03  0.0000000E+00  0.0000000E+00  4.9418500E-04  3.8869400E-03  0.0000000E+00  0.0000000E+00  1.8964700E-04  0.0000000E+00  0.0000000E+00  1.4883000E-05  1.1356000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  6.2952280E-03  1.6519100E-05  2.5200600E-04  1.0640700E-03  0.0000000E+00  0.0000000E+00  5.1707700E-04  4.0570500E-03  0.0000000E+00  0.0000000E+00  2.0081000E-04  0.0000000E+00  0.0000000E+00  2.1813900E-05  1.6588200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
76  6.6155328E-03  1.6282800E-05  2.5350200E-04  1.1083400E-03  0.0000000E+00  0.0000000E+00  5.3991700E-04  4.2253600E-03  0.0000000E+00  0.0000000E+00  2.1235900E-04  0.0000000E+00  0.0000000E+00  3.0055000E-05  2.2971700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  6.9477945E-03  1.6047000E-05  2.5505500E-04  1.1535500E-03  0.0000000E+00  0.0000000E+00  5.6284200E-04  4.3940900E-03  0.0000000E+00  0.0000000E+00  2.2487400E-04  0.0000000E+00  0.0000000E+00  3.9585500E-05  3.0175100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  7.2849609E-03  1.5776000E-05  2.5618000E-04  1.1976000E-03  0.0000000E+00  0.0000000E+00  5.8489900E-04  4.5556900E-03  0.0000000E+00  0.0000000E+00  2.3691000E-04  0.0000000E+00  0.0000000E+00  4.9581900E-05  3.7829000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0034000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  7.6414669E-03  1.5541000E-05  2.5785900E-04  1.2456000E-03  0.0000000E+00  0.0000000E+00  6.0829900E-04  4.7261900E-03  0.0000000E+00  0.0000000E+00  2.5007900E-04  0.0000000E+00  0.0000000E+00  6.0127900E-05  4.5954900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8222000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  8.0106879E-03  1.5333100E-05  2.6004200E-04  1.2952100E-03  0.0000000E+00  0.0000000E+00  6.3272600E-04  4.9036400E-03  0.0000000E+00  0.0000000E+00  2.6528200E-04  0.0000000E+00  0.0000000E+00  7.0916600E-05  5.4227500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5263200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  8.3927150E-03  1.5134000E-05  2.6244000E-04  1.3483000E-03  0.0000000E+00  0.0000000E+00  6.5821000E-04  5.0868000E-03  0.0000000E+00  0.0000000E+00  2.8140000E-04  0.0000000E+00  0.0000000E+00  8.1741000E-05  6.2661000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2080000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
