#F EADL97_MShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 M1 emission rates
#N 40
#L Z  TOTAL  M1M2  M1M3  M1M4  M1M5  M1N1  M1N2  M1N3  M1N4  M1N5  M1N6  M1N7  M1O1  M1O2  M1O3  M1O4  M1O5  M1O6  M1O7  M1O8  M1O9  M1P1  M1P2  M1P3  M1P4  M1P5  M1P6  M1P7  M1P8  M1P9  M1P10  M1P11  M1Q1  M1Q2  M1Q3
63  2.9570261E-03  0.0000000E+00  4.8816100E-04  0.0000000E+00  4.0994100E-04  0.0000000E+00  0.0000000E+00  1.9857000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3224100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
64  3.1021121E-03  0.0000000E+00  5.0165300E-04  0.0000000E+00  4.2490100E-04  0.0000000E+00  0.0000000E+00  2.0983400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7218100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
65  3.2257819E-03  0.0000000E+00  5.2047000E-04  0.0000000E+00  4.4100000E-04  0.0000000E+00  0.0000000E+00  2.1845000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.9811900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
66  3.3502298E-03  0.0000000E+00  5.3664500E-04  0.0000000E+00  4.5500500E-04  0.0000000E+00  0.0000000E+00  2.2757200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.2859800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
67  3.5171685E-03  0.0000000E+00  5.6064400E-04  0.0000000E+00  4.7487700E-04  0.0000000E+00  0.0000000E+00  2.3946900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6957500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
68  3.6832844E-03  0.0000000E+00  5.8598700E-04  0.0000000E+00  4.9469200E-04  0.0000000E+00  0.0000000E+00  2.5115700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1035400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
69  3.8568297E-03  0.0000000E+00  6.1382200E-04  0.0000000E+00  5.1574400E-04  0.0000000E+00  0.0000000E+00  2.6319700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.5293700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  4.0785900E-03  0.0000000E+00  6.5087500E-04  0.0000000E+00  5.4314400E-04  0.0000000E+00  0.0000000E+00  2.7838200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0075100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  4.2659380E-03  0.0000000E+00  6.7883200E-04  0.0000000E+00  5.6252200E-04  0.0000000E+00  0.0000000E+00  2.9047100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0545000E-04  0.0000000E+00  0.0000000E+00  1.4424000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  4.4589649E-03  0.0000000E+00  7.0714900E-04  0.0000000E+00  5.8135900E-04  0.0000000E+00  0.0000000E+00  3.0234900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1028000E-04  0.0000000E+00  0.0000000E+00  3.6686900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  4.6518959E-03  0.0000000E+00  7.3568900E-04  0.0000000E+00  5.9922000E-04  0.0000000E+00  0.0000000E+00  3.1356000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1525000E-04  0.0000000E+00  0.0000000E+00  6.6136900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  4.8496000E-03  0.0000000E+00  7.6509000E-04  0.0000000E+00  6.1663000E-04  0.0000000E+00  0.0000000E+00  3.2449000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2037000E-04  0.0000000E+00  0.0000000E+00  1.0261000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  5.0528560E-03  0.0000000E+00  7.9553800E-04  0.0000000E+00  6.3362800E-04  0.0000000E+00  0.0000000E+00  3.3497900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2558000E-04  0.0000000E+00  0.0000000E+00  1.4832000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
76  5.2618860E-03  0.0000000E+00  8.2713300E-04  0.0000000E+00  6.5022200E-04  0.0000000E+00  0.0000000E+00  3.4505100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3087000E-04  0.0000000E+00  0.0000000E+00  2.0315100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  5.4765940E-03  0.0000000E+00  8.6058200E-04  0.0000000E+00  6.6684100E-04  0.0000000E+00  0.0000000E+00  3.5482100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3683000E-04  0.0000000E+00  0.0000000E+00  2.6413100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  5.6970696E-03  0.0000000E+00  8.9495200E-04  0.0000000E+00  6.8303200E-04  0.0000000E+00  0.0000000E+00  3.6415100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4214000E-04  0.0000000E+00  0.0000000E+00  3.2953100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9046200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  5.9236110E-03  0.0000000E+00  9.3334100E-04  0.0000000E+00  7.0006100E-04  0.0000000E+00  0.0000000E+00  3.7350100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4800000E-04  0.0000000E+00  0.0000000E+00  3.9643100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0768000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  6.1559560E-03  0.0000000E+00  9.7487900E-04  0.0000000E+00  7.1800900E-04  0.0000000E+00  0.0000000E+00  3.8312000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5386000E-04  0.0000000E+00  0.0000000E+00  4.6351900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4489000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  6.3943440E-03  0.0000000E+00  1.0214000E-03  0.0000000E+00  7.3806100E-04  0.0000000E+00  0.0000000E+00  3.9340000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6014000E-04  0.0000000E+00  0.0000000E+00  5.2254000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8203000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
82  6.6390160E-03  0.0000000E+00  1.0709000E-03  0.0000000E+00  7.5841800E-04  0.0000000E+00  0.0000000E+00  4.0343900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6644000E-04  0.0000000E+00  0.0000000E+00  5.8756900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1299000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
83  6.8898841E-03  0.0000000E+00  1.1252100E-03  0.0000000E+00  7.7974400E-04  0.0000000E+00  0.0000000E+00  4.1368200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7483100E-04  0.0000000E+00  0.0000000E+00  6.4899400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4285100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
84  7.1470041E-03  0.0000000E+00  1.1835000E-03  0.0000000E+00  8.0225200E-04  0.0000000E+00  0.0000000E+00  4.2388100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8354000E-04  0.0000000E+00  0.0000000E+00  7.1161200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7290100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
85  7.4104949E-03  0.0000000E+00  1.2471000E-03  0.0000000E+00  8.2523700E-04  0.0000000E+00  0.0000000E+00  4.3408800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9251900E-04  0.0000000E+00  0.0000000E+00  7.7439700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0361900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
86  7.6805059E-03  0.0000000E+00  1.3159000E-03  0.0000000E+00  8.4976800E-04  0.0000000E+00  0.0000000E+00  4.4424900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0181900E-04  0.0000000E+00  0.0000000E+00  8.3702800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3500900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
87  7.9569629E-03  0.0000000E+00  1.3900000E-03  0.0000000E+00  8.7416000E-04  0.0000000E+00  0.0000000E+00  4.5413000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1139000E-04  0.0000000E+00  0.0000000E+00  9.0106000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7735000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3179000E-06  0.0000000E+00  0.0000000E+00
88  8.2400442E-03  0.0000000E+00  1.4695000E-03  0.0000000E+00  8.9963800E-04  0.0000000E+00  0.0000000E+00  4.6383900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2132000E-04  0.0000000E+00  0.0000000E+00  9.6614800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2179900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8682900E-06  0.0000000E+00  0.0000000E+00
89  8.5300571E-03  0.0000000E+00  1.5560100E-03  0.0000000E+00  9.2638300E-04  0.0000000E+00  0.0000000E+00  4.7343200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3160100E-04  0.0000000E+00  0.0000000E+00  1.0314000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5828200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5149200E-06  0.0000000E+00  0.0000000E+00
90  8.8265452E-03  0.0000000E+00  1.6493900E-03  0.0000000E+00  9.5422700E-04  0.0000000E+00  0.0000000E+00  4.8287800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4222900E-04  0.0000000E+00  0.0000000E+00  1.0967000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9768800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4503800E-06  0.0000000E+00  0.0000000E+00
91  9.1300442E-03  0.0000000E+00  1.7556900E-03  0.0000000E+00  9.8535500E-04  0.0000000E+00  0.0000000E+00  4.9342800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5315900E-04  0.0000000E+00  0.0000000E+00  1.1428900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2923700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7464700E-06  0.0000000E+00  0.0000000E+00
92  9.4405270E-03  0.0000000E+00  1.8696900E-03  0.0000000E+00  1.0167000E-03  0.0000000E+00  0.0000000E+00  5.0319800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6439900E-04  0.0000000E+00  0.0000000E+00  1.1967000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5264800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7931800E-06  0.0000000E+00  0.0000000E+00
93  9.7579822E-03  0.0000000E+00  1.9926100E-03  0.0000000E+00  1.0499000E-03  0.0000000E+00  0.0000000E+00  5.1273200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7598100E-04  0.0000000E+00  0.0000000E+00  1.2490100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7323200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8380200E-06  0.0000000E+00  0.0000000E+00
94  1.0082955E-02  0.0000000E+00  2.1285900E-03  0.0000000E+00  1.0848000E-03  0.0000000E+00  0.0000000E+00  5.2233800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8794900E-04  0.0000000E+00  0.0000000E+00  1.2930900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9361700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7842700E-06  0.0000000E+00  0.0000000E+00
95  1.0413912E-02  0.0000000E+00  2.2743900E-03  0.0000000E+00  1.1199000E-03  0.0000000E+00  0.0000000E+00  5.3085800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0027900E-04  0.0000000E+00  0.0000000E+00  1.3435000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1524800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7385800E-06  0.0000000E+00  0.0000000E+00
96  1.0753062E-02  0.0000000E+00  2.4301100E-03  0.0000000E+00  1.1555100E-03  0.0000000E+00  0.0000000E+00  5.3861200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1297100E-04  0.0000000E+00  0.0000000E+00  1.3988100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3817300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7236300E-06  0.0000000E+00  0.0000000E+00
97  1.1099911E-02  0.0000000E+00  2.6001900E-03  0.0000000E+00  1.1927000E-03  0.0000000E+00  0.0000000E+00  5.4639800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2584900E-04  0.0000000E+00  0.0000000E+00  1.4454000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6089800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7020800E-06  0.0000000E+00  0.0000000E+00
98  1.1454011E-02  0.0000000E+00  2.7884100E-03  0.0000000E+00  1.2319100E-03  0.0000000E+00  0.0000000E+00  5.5372200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3914200E-04  0.0000000E+00  0.0000000E+00  1.4833100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8344300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6747300E-06  0.0000000E+00  0.0000000E+00
99  1.1815043E-02  0.0000000E+00  2.9901100E-03  0.0000000E+00  1.2719000E-03  0.0000000E+00  0.0000000E+00  5.5968100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5284100E-04  0.0000000E+00  0.0000000E+00  1.5266000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1005200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7764100E-06  0.0000000E+00  0.0000000E+00
100  1.2183973E-02  0.0000000E+00  3.2084000E-03  0.0000000E+00  1.3126000E-03  0.0000000E+00  0.0000000E+00  5.6492100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6693100E-04  0.0000000E+00  0.0000000E+00  1.5672000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3751100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8807100E-06  0.0000000E+00  0.0000000E+00

#S 3 M3 emission rates
#N 40
#L Z  TOTAL  M3M4  M3M5  M3N1  M3N2  M3N3  M3N4  M3N5  M3N6  M3N7  M3O1  M3O2  M3O3  M3O4  M3O5  M3O6  M3O7  M3O8  M3O9  M3P1  M3P2  M3P3  M3P4  M3P5  M3P6  M3P7  M3P8  M3P9  M3P10  M3P11  M3Q1  M3Q2  M3Q3
1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
2  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
3  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
4  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
5  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
