#F EADL97_KShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 K-Shell nonradiative rates
#N 66
#L Z  TOTAL  K-L1L1  K-L1L2  K-L1L3  K-L1M1  K-L1M2  K-L1M3  K-L1M4  K-L1M5  K-L2L1  K-L2L2  K-L2L3  K-L2M1  K-L2M2  K-L2M3  K-L2M4  K-L2M5  K-L3L1  K-L3L2  K-L3L3  K-L3M1  K-L3M2  K-L3M3  K-L3M4  K-L3M5  K-M1L1  K-M1L2  K-M1L3  K-M1M1  K-M1M2  K-M1M3  K-M1M4  K-M1M5  K-M2L1  K-M2L2  K-M2L3  K-M2M1  K-M2M2  K-M2M3  K-M2M4  K-M2M5  K-M3L1  K-M3L2  K-M3L3  K-M3M1  K-M3M2  K-M3M3  K-M3M4  K-M3M5  K-M4L1  K-M4L2  K-M4L3  K-M4M1  K-M4M2  K-M4M3  K-M4M4  K-M4M5  K-M5L1  K-M5L2  K-M5L3  K-M5M1  K-M5M2  K-M5M3  K-M5M4  K-M5M5
44  2.0569849E-01  1.4895700E-02  1.6982100E-02  2.4861900E-02  4.9123800E-03  2.9389900E-03  4.2970900E-03  2.4570300E-04  2.9597100E-04  0.0000000E+00  2.5356000E-03  5.6156900E-02  2.3216700E-03  7.9824300E-04  8.1610100E-03  3.1514900E-04  1.1071700E-03  0.0000000E+00  0.0000000E+00  2.9383400E-02  3.3849500E-03  8.0645000E-03  8.7403700E-03  1.3430000E-03  1.2704500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9914400E-04  4.0537900E-04  5.8886300E-04  3.1620900E-05  3.7322400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0131200E-05  1.1881100E-03  3.5248700E-05  1.2595900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5158000E-04  1.5862400E-04  1.4669500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7105700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2525100E-06
45  1.9191067E-01  1.4018100E-02  1.6026000E-02  2.3059900E-02  4.6685600E-03  2.8095800E-03  4.0400000E-03  2.3595400E-04  2.8160300E-04  0.0000000E+00  2.3547300E-03  5.1870400E-02  2.2118800E-03  7.4968200E-04  7.6393800E-03  3.0064300E-04  1.0513300E-03  0.0000000E+00  0.0000000E+00  2.7024800E-02  3.1647300E-03  7.5402700E-03  8.1495700E-03  1.2734200E-03  1.2011100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8293200E-04  3.9149100E-04  5.5845300E-04  3.0444500E-05  3.5677600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7083800E-05  1.1260100E-03  3.4250000E-05  1.2082800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1556200E-04  1.5222200E-04  1.4033100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7125000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4284400E-06
46  1.7916923E-01  1.3206700E-02  1.5165300E-02  2.1431000E-02  4.4413000E-03  2.6909700E-03  3.8051800E-03  2.2651100E-04  2.6760800E-04  0.0000000E+00  2.1891400E-03  4.7988000E-02  2.1124800E-03  7.0445700E-04  7.1535400E-03  2.8728400E-04  9.9873800E-04  0.0000000E+00  0.0000000E+00  2.4890700E-02  2.9641700E-03  7.0514800E-03  7.6002300E-03  1.2077100E-03  1.1360100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6774700E-04  3.7824600E-04  5.3042600E-04  2.9735500E-05  3.4107000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4221400E-05  1.0660400E-03  3.2794600E-05  1.1587500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8157700E-04  1.4605000E-04  1.3424900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6616100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1165700E-06
47  1.6743000E-01  1.2428700E-02  1.4340600E-02  1.9891600E-02  4.2195700E-03  2.5754300E-03  3.5786400E-03  2.1726300E-04  2.5380800E-04  0.0000000E+00  2.0350300E-03  4.4383300E-02  2.0160600E-03  6.6022400E-04  6.6911600E-03  2.7308200E-04  9.4616500E-04  0.0000000E+00  0.0000000E+00  2.2922500E-02  2.7735300E-03  6.5867500E-03  7.0795600E-03  1.1417700E-03  1.0706500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5300100E-04  3.6546300E-04  5.0281100E-04  2.8514400E-05  3.2530000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1404900E-05  1.0076400E-03  3.1726100E-05  1.1084600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.4815700E-04  1.4014700E-04  1.2810200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6064100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1741700E-06
48  1.5661874E-01  1.1716300E-02  1.3587700E-02  1.8488500E-02  4.0144000E-03  2.4682100E-03  3.3690500E-03  2.0829600E-04  2.4079600E-04  0.0000000E+00  1.8914000E-03  4.1062300E-02  1.9278700E-03  6.1971800E-04  6.2594600E-03  2.5999000E-04  8.9632300E-04  0.0000000E+00  0.0000000E+00  2.1108000E-02  2.5966400E-03  6.1535200E-03  6.5957600E-03  1.0802800E-03  1.0101100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3866200E-04  3.5344900E-04  4.7679400E-04  2.7698500E-05  3.1023400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8753200E-05  9.5215200E-04  3.0655300E-05  1.0600400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1670100E-04  1.3407400E-04  1.2225200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5511000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8301000E-06
49  1.4665978E-01  1.1069200E-02  1.2892400E-02  1.7201700E-02  3.8242400E-03  2.3661900E-03  3.1710300E-03  1.9925400E-04  2.2815900E-04  0.0000000E+00  1.7605900E-03  3.8020800E-02  1.8442300E-03  5.8179100E-04  5.8628400E-03  2.4753000E-04  8.4837800E-04  0.0000000E+00  0.0000000E+00  1.9455800E-02  2.4318900E-03  5.7559000E-03  6.1509900E-03  1.0204100E-03  9.5173800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2541300E-04  3.4172900E-04  4.5190600E-04  2.6862000E-05  2.9582800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6243700E-05  9.0107000E-04  2.9242300E-05  1.0098700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8759800E-04  1.2785200E-04  1.1628800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4674400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7800500E-06
50  1.3748996E-01  1.0463000E-02  1.2257700E-02  1.6027400E-02  3.6455700E-03  2.2731300E-03  2.9889100E-03  1.9083700E-04  2.1622200E-04  0.0000000E+00  1.6395200E-03  3.5238300E-02  1.7686400E-03  5.4648800E-04  5.4903400E-03  2.3564400E-04  8.0344600E-04  0.0000000E+00  0.0000000E+00  1.7944800E-02  2.2806300E-03  5.3826000E-03  5.7359100E-03  9.6447600E-04  8.9683300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1273100E-04  3.3091600E-04  4.2867200E-04  2.5696300E-05  2.8202400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3555900E-05  8.5169400E-04  2.8201300E-05  9.6198000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.5968000E-04  1.2220000E-04  1.1092800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4027100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4831000E-06
51  1.2906996E-01  9.9027500E-03  1.1674700E-02  1.4949100E-02  3.4789800E-03  2.1861500E-03  2.8193700E-03  1.8272800E-04  2.0471200E-04  0.0000000E+00  1.5285100E-03  3.2696600E-02  1.6986000E-03  5.1409900E-04  5.1455500E-03  2.2437800E-04  7.6071800E-04  0.0000000E+00  0.0000000E+00  1.6572000E-02  2.1408700E-03  5.0371600E-03  5.3526200E-03  9.1167200E-04  8.4545400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0098900E-04  3.2095100E-04  4.0712100E-04  2.4866400E-05  2.6890100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1346300E-05  8.0556000E-04  2.7179600E-05  9.1948000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3371700E-04  1.1651900E-04  1.0553300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3443000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2003400E-06
52  1.2131056E-01  9.3928300E-03  1.1132900E-02  1.3955300E-02  3.3238700E-03  2.1036000E-03  2.6597800E-03  1.7522100E-04  1.9417600E-04  0.0000000E+00  1.4272900E-03  3.0364700E-02  1.6325400E-03  4.8344500E-04  4.8288700E-03  2.1340400E-04  7.1956800E-04  0.0000000E+00  0.0000000E+00  1.5317300E-02  2.0099700E-03  4.7199700E-03  5.0007000E-03  8.6059600E-04  7.9569100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8954600E-04  3.1145200E-04  3.8624400E-04  2.4039800E-05  2.5642100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9263400E-05  7.6283200E-04  2.6174600E-05  8.7607900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0947900E-04  1.1112400E-04  1.0017000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2770300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1546200E-06
53  1.1418994E-01  8.9167300E-03  1.0641800E-02  1.3050700E-02  3.1794100E-03  2.0289000E-03  2.5137200E-03  1.6800000E-04  1.8381400E-04  0.0000000E+00  1.3339000E-03  2.8236800E-02  1.5731000E-03  4.5534100E-04  4.5328700E-03  2.0333100E-04  6.8165100E-04  0.0000000E+00  0.0000000E+00  1.4172100E-02  1.8906100E-03  4.4238200E-03  4.6735700E-03  8.1359600E-04  7.4983700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7917800E-04  3.0264500E-04  3.6713800E-04  2.3223300E-05  2.4458900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7307000E-05  7.2217200E-04  2.4953800E-05  8.3260200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8665200E-04  1.0599000E-04  9.5367600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2171700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8622700E-06
54  1.0762946E-01  8.6616600E-03  1.0264400E-02  1.2356400E-02  3.0856200E-03  1.9565800E-03  2.3836300E-03  1.5382800E-04  1.6779100E-04  0.0000000E+00  1.2504800E-03  2.6298800E-02  1.5182300E-03  4.2800800E-04  4.2441200E-03  1.8343400E-04  6.1503900E-04  0.0000000E+00  0.0000000E+00  1.3138800E-02  1.7890700E-03  4.1390400E-03  4.3529700E-03  7.3132400E-04  6.7307400E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7059300E-04  2.9226100E-04  3.4786100E-04  2.1184700E-05  2.2388400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5146500E-05  6.7884600E-04  2.2868600E-05  7.5828200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6181200E-04  9.6287300E-05  8.6419800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1306000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7318200E-06
55  1.0161095E-01  8.2448200E-03  9.8330100E-03  1.1582400E-02  2.9577500E-03  1.8917500E-03  2.2569800E-03  1.4798600E-04  1.5937300E-04  0.0000000E+00  1.1704700E-03  2.4536200E-02  1.4672000E-03  4.0377300E-04  3.9953900E-03  1.7544300E-04  5.8412500E-04  0.0000000E+00  0.0000000E+00  1.2192800E-02  1.6858300E-03  3.8903600E-03  4.0782300E-03  6.9328600E-04  6.3614500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6137900E-04  2.8481000E-04  3.3146700E-04  2.0535400E-05  2.1428100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3480300E-05  6.4414700E-04  2.2097400E-05  7.2540300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4238600E-04  9.1961700E-05  8.2364000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0762200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7208200E-06
56  9.6069612E-02  7.8562300E-03  9.4468300E-03  1.0867700E-02  2.8387400E-03  1.8321600E-03  2.1394600E-03  1.4207400E-04  1.5139300E-04  0.0000000E+00  1.0994700E-03  2.2921300E-02  1.4203600E-03  3.8106600E-04  3.7644500E-03  1.6733400E-04  5.5421300E-04  0.0000000E+00  0.0000000E+00  1.1333800E-02  1.5912100E-03  3.6583100E-03  3.8242700E-03  6.5631300E-04  6.0019600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5266100E-04  2.7792000E-04  3.1582800E-04  1.9882100E-05  2.0503300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1893200E-05  6.1136400E-04  2.1332100E-05  6.9172400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2391200E-04  8.8022200E-05  7.8492700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0267200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4946900E-06
57  9.0970166E-02  7.5110000E-03  9.0962300E-03  1.0219600E-02  2.7308600E-03  1.7773100E-03  2.0302900E-03  1.3690900E-04  1.4404100E-04  0.0000000E+00  1.0339800E-03  2.1435800E-02  1.3777900E-03  3.6047000E-04  3.5531400E-03  1.6001800E-04  5.2627700E-04  0.0000000E+00  0.0000000E+00  1.0545300E-02  1.5033000E-03  3.4468900E-03  3.5922000E-03  6.2198000E-04  5.6690100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4454500E-04  2.7168300E-04  3.0134600E-04  1.9255600E-05  1.9448500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0233000E-05  5.8134800E-04  2.0410600E-05  6.6050000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0714200E-04  8.4149500E-05  7.4716000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.5813800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2794200E-06
58  8.6280473E-02  7.2037900E-03  8.8021100E-03  9.6494900E-03  2.6377500E-03  1.7338100E-03  1.9364600E-03  1.3240300E-04  1.3761000E-04  0.0000000E+00  9.7566500E-04  2.0119800E-02  1.3436800E-03  3.4259400E-04  3.3646200E-03  1.5377600E-04  5.0248300E-04  0.0000000E+00  0.0000000E+00  9.8478100E-03  1.4271500E-03  3.2579300E-03  3.3856200E-03  5.9264200E-04  5.3858500E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3785500E-04  2.6696600E-04  2.8887700E-04  1.8863300E-05  1.8683300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9103200E-05  5.5475400E-04  1.9941400E-05  6.3415600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9229000E-04  8.0843700E-05  7.1679800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7646300E-07  9.3524100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3292400E-06
59  8.1969818E-02  6.9161000E-03  8.5279800E-03  9.1190300E-03  2.5490500E-03  1.6920300E-03  1.8471900E-03  1.2782200E-04  1.3117800E-04  0.0000000E+00  9.2122600E-04  1.8897500E-02  1.3117400E-03  3.2542200E-04  3.1863200E-03  1.4777900E-04  4.7940700E-04  0.0000000E+00  0.0000000E+00  9.2009800E-03  1.3553600E-03  3.0799700E-03  3.1911600E-03  5.6429000E-04  5.1111000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3133900E-04  2.6237200E-04  2.7696500E-04  1.8285400E-05  1.7949700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7677800E-05  5.2906200E-04  1.9290700E-05  6.0890700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7812000E-04  7.7667600E-05  6.8606400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6527500E-07  9.0906200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1806400E-06
60  7.8000837E-02  6.6573400E-03  8.2753700E-03  8.6294400E-03  2.4675200E-03  1.6527600E-03  1.7628700E-03  1.2362300E-04  1.2534600E-04  0.0000000E+00  8.7160600E-04  1.7776700E-02  1.2816700E-03  3.0952300E-04  3.0234400E-03  1.4198000E-04  4.5731000E-04  0.0000000E+00  0.0000000E+00  8.6110200E-03  1.2878300E-03  2.9168000E-03  3.0131100E-03  5.3700900E-04  4.8477200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2512600E-04  2.5822700E-04  2.6560100E-04  1.7727800E-05  1.7256000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6512700E-05  5.0546700E-04  1.8669500E-05  5.8356700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6497000E-04  7.4517400E-05  6.5575200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5507300E-07  8.8391900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1962700E-06
61  7.4340370E-02  6.4139800E-03  8.0521000E-03  8.1821500E-03  2.3918700E-03  1.6184700E-03  1.6859800E-03  1.1961200E-04  1.1974800E-04  0.0000000E+00  8.2550100E-04  1.6745100E-02  1.2560500E-03  2.9489300E-04  2.8701500E-03  1.3665600E-04  4.3683100E-04  0.0000000E+00  0.0000000E+00  8.0670900E-03  1.2263800E-03  2.7635300E-03  2.8463000E-03  5.1188500E-04  4.6045200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1951200E-04  2.5447800E-04  2.5507200E-04  1.7337800E-05  1.6603400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5419900E-05  4.8296300E-04  1.8072300E-05  5.5979500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5242900E-04  7.1702900E-05  6.2739700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4573600E-07  8.5983600E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0570400E-06
62  7.0970573E-02  6.1952600E-03  7.8452200E-03  7.7664300E-03  2.3221800E-03  1.5864500E-03  1.6131400E-03  1.1592800E-04  1.1454500E-04  0.0000000E+00  7.8355000E-04  1.5798700E-02  1.2321700E-03  2.8105800E-04  2.7304300E-03  1.3149500E-04  4.1724800E-04  0.0000000E+00  0.0000000E+00  7.5717600E-03  1.1687100E-03  2.6236400E-03  2.6941600E-03  4.8766300E-04  4.3736000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1419900E-04  2.5115100E-04  2.4508300E-04  1.6817000E-05  1.5989200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4398700E-05  4.6245500E-04  1.7644200E-05  5.3620400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4094800E-04  6.8782000E-05  6.0099100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3828400E-07  8.2969100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9297700E-06
63  6.7869823E-02  5.9908300E-03  7.6646700E-03  7.3877300E-03  2.2579600E-03  1.5588800E-03  1.5467800E-03  1.1240500E-04  1.0955800E-04  0.0000000E+00  7.4428200E-04  1.4925800E-02  1.2121200E-03  2.6846200E-04  2.5987000E-03  1.2678000E-04  3.9926100E-04  0.0000000E+00  0.0000000E+00  7.1157300E-03  1.1161700E-03  2.4920500E-03  2.5519300E-03  4.6556600E-04  4.1609700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0940500E-04  2.4839200E-04  2.3595900E-04  1.6447000E-05  1.5280700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3439700E-05  4.4275600E-04  1.7094400E-05  5.1542500E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3012800E-04  6.6177200E-05  5.7629900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2927000E-07  8.0148300E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9424700E-06
64  6.5010620E-02  5.8022100E-03  7.4932500E-03  7.0290600E-03  2.1969500E-03  1.5317900E-03  1.4825400E-03  1.0898800E-04  1.0484500E-04  0.0000000E+00  7.0799900E-04  1.4113700E-02  1.1925100E-03  2.5635200E-04  2.4762700E-03  1.2202600E-04  3.8141600E-04  0.0000000E+00  0.0000000E+00  6.6924800E-03  1.0658800E-03  2.3694700E-03  2.4192000E-03  4.4376200E-04  3.9518200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0470100E-04  2.4563000E-04  2.2699700E-04  1.5953200E-05  1.4734900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2407600E-05  4.2427300E-04  1.6561900E-05  4.9444400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1993100E-04  6.3568000E-05  5.5042400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2210600E-07  7.6927800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8266800E-06
65  6.2370327E-02  5.6335000E-03  7.3551800E-03  6.7114800E-03  2.1444200E-03  1.5114200E-03  1.4266700E-03  1.0596600E-04  1.0057800E-04  0.0000000E+00  6.7508100E-04  1.3380900E-02  1.1783000E-03  2.4557600E-04  2.3645400E-03  1.1802600E-04  3.6589400E-04  0.0000000E+00  0.0000000E+00  6.3112700E-03  1.0214800E-03  2.2577400E-03  2.2988900E-03  4.2467400E-04  3.7693100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0091100E-04  2.4397100E-04  2.1928100E-04  1.5613900E-05  1.4121700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1584300E-05  4.0745700E-04  1.6188000E-05  4.7529200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1068200E-04  6.1309700E-05  5.2926200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1546500E-07  7.5048500E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7221500E-06
