#F EADL97_KShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 K emission rates
#N 40
#L Z  TOTAL  KL1  KL2  KL3  KM1  KM2  KM3  KM4  KM5  KN1  KN2  KN3  KN4  KN5  KN6  KN7  KO1  KO2  KO3  KO4  KO5  KO6  KO7  KO8  KO9  KP1  KP2  KP3  KP4  KP5  KP6  KP7  KP8  KP9  KP10  KP11  KQ1  KQ2  KQ3
69  9.4601954E-01  0.0000000E+00  2.7265900E-01  4.8201800E-01  0.0000000E+00  5.0509800E-02  9.7619600E-02  9.2644600E-04  1.1956000E-03  0.0000000E+00  1.1212000E-02  2.1684900E-02  2.1246900E-04  2.7265900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5082900E-03  5.2007800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  9.4804906E-01  0.0000000E+00  2.7349000E-01  4.8194900E-01  0.0000000E+00  5.0794900E-02  9.8149900E-02  9.6430900E-04  1.2387000E-03  0.0000000E+00  1.1298000E-02  2.1853000E-02  2.2210000E-04  2.8376000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5400000E-03  5.2653900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  9.4995027E-01  0.0000000E+00  2.7434200E-01  4.8173400E-01  0.0000000E+00  5.1046400E-02  9.8628700E-02  1.0021100E-03  1.2813100E-03  0.0000000E+00  1.1413100E-02  2.2066200E-02  2.3334200E-04  2.9673200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5726200E-03  5.3314400E-03  1.0590100E-06  1.2546100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  9.5172056E-01  0.0000000E+00  2.7517800E-01  4.8145600E-01  0.0000000E+00  5.1254500E-02  9.9064100E-02  1.0399900E-03  1.3237900E-03  0.0000000E+00  1.1526900E-02  2.2313800E-02  2.4502800E-04  3.1035700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6048800E-03  5.3972500E-03  2.7124800E-06  3.2497700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  9.5337973E-01  0.0000000E+00  2.7603100E-01  4.8106100E-01  0.0000000E+00  5.1486200E-02  9.9484300E-02  1.0784000E-03  1.3665000E-03  0.0000000E+00  1.1643000E-02  2.2556100E-02  2.5726100E-04  3.2437100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6373100E-03  5.4434200E-03  4.9362100E-06  5.9330200E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  9.5386045E-01  0.0000000E+00  2.7654800E-01  4.8010700E-01  0.0000000E+00  5.1624700E-02  9.9764400E-02  1.1160900E-03  1.4074900E-03  0.0000000E+00  1.1745900E-02  2.2782900E-02  2.6949800E-04  3.3830800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6696800E-03  5.4695700E-03  7.6777500E-06  9.2354400E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  9.5504949E-01  0.0000000E+00  2.7729100E-01  4.7945200E-01  0.0000000E+00  5.1816200E-02  1.0013000E-01  1.1552100E-03  1.4498100E-03  0.0000000E+00  1.1859100E-02  2.3038100E-02  2.8253100E-04  3.5308200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7020100E-03  5.4957200E-03  1.1256100E-05  1.3468100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
76  9.5614995E-01  0.0000000E+00  2.7796000E-01  4.7884100E-01  0.0000000E+00  5.1985100E-02  1.0048000E-01  1.1946000E-03  1.4918000E-03  0.0000000E+00  1.1970000E-02  2.3274000E-02  2.9582000E-04  3.6795100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7342000E-03  5.5213100E-03  1.5517000E-05  1.8650000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
77  9.5718059E-01  0.0000000E+00  2.7873000E-01  4.7807000E-01  0.0000000E+00  5.2138000E-02  1.0082000E-01  1.2344000E-03  1.5332000E-03  0.0000000E+00  1.2080000E-02  2.3525000E-02  3.0949000E-04  3.8316000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7662000E-03  5.5462000E-03  2.0502000E-05  2.4436000E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
78  9.5811984E-01  0.0000000E+00  2.7939100E-01  4.7736100E-01  0.0000000E+00  5.2292100E-02  1.0112000E-01  1.2745000E-03  1.5753000E-03  0.0000000E+00  1.2185000E-02  2.3772000E-02  3.2348100E-04  3.9852100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.7985100E-03  5.5717100E-03  2.5922100E-05  3.0799100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
79  9.5899997E-01  0.0000000E+00  2.8009100E-01  4.7657100E-01  0.0000000E+00  5.2420200E-02  1.0143000E-01  1.3151000E-03  1.6169000E-03  0.0000000E+00  1.2291000E-02  2.4016100E-02  3.3775100E-04  4.1417100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8306100E-03  5.5967200E-03  3.1661100E-05  3.7753100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
80  9.5982034E-01  0.0000000E+00  2.8073100E-01  4.7579100E-01  0.0000000E+00  5.2559100E-02  1.0172000E-01  1.3561000E-03  1.6588000E-03  0.0000000E+00  1.2390000E-02  2.4265100E-02  3.5239100E-04  4.3014100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8628100E-03  5.6219100E-03  3.7592100E-05  4.4398100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
81  9.6059052E-01  0.0000000E+00  2.8146900E-01  4.7484900E-01  0.0000000E+00  5.2683900E-02  1.0199000E-01  1.3975000E-03  1.7004000E-03  0.0000000E+00  1.2489000E-02  2.4501900E-02  3.6735900E-04  4.4617900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8949900E-03  5.6467900E-03  4.3557900E-05  5.1400900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4570900E-05  3.4970900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
82  9.6131086E-01  0.0000000E+00  2.8215900E-01  4.7388800E-01  0.0000000E+00  5.2788800E-02  1.0225000E-01  1.4389900E-03  1.7415900E-03  0.0000000E+00  1.2588900E-02  2.4737900E-02  3.8255800E-04  4.6229800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9271900E-03  5.6715800E-03  4.9563800E-05  5.7914800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5745700E-05  1.0083000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
83  9.6197927E-01  0.0000000E+00  2.8281000E-01  4.7291000E-01  0.0000000E+00  5.2882000E-02  1.0249000E-01  1.4803000E-03  1.7820000E-03  0.0000000E+00  1.2680000E-02  2.4980000E-02  3.9803000E-04  4.7858000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9594000E-03  5.6962100E-03  5.5428100E-05  6.5158100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1986000E-04  1.9230000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
84  9.6262086E-01  0.0000000E+00  2.8344900E-01  4.7183800E-01  0.0000000E+00  5.2962800E-02  1.0277000E-01  1.5223900E-03  1.8217900E-03  0.0000000E+00  1.2769900E-02  2.5207900E-02  4.1385800E-04  4.9496800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9913900E-03  5.7531700E-03  6.1415700E-05  7.2122700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8577900E-04  3.0637900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
85  9.6321910E-01  0.0000000E+00  2.8413000E-01  4.7078000E-01  0.0000000E+00  5.3045000E-02  1.0292000E-01  1.5639000E-03  1.8617000E-03  0.0000000E+00  1.2850000E-02  2.5442000E-02  4.2992000E-04  5.1155000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0233000E-03  5.8100000E-03  6.7556100E-05  7.9109100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6321000E-04  4.4185000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
86  9.6380029E-01  0.0000000E+00  2.8482800E-01  4.6958700E-01  0.0000000E+00  5.3104600E-02  1.0316900E-01  1.6061900E-03  1.9012900E-03  0.0000000E+00  1.2930900E-02  2.5667800E-02  4.4618700E-04  5.2813600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0552800E-03  5.8666600E-03  7.3811500E-05  8.6167400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5165800E-04  5.9760600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
87  9.1407222E-01  0.0000000E+00  2.8548100E-01  4.6850200E-01  0.0000000E+00  5.3169200E-02  1.0333000E-01  1.6494100E-03  1.9406100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
88  8.0668670E-01  0.0000000E+00  2.8614800E-01  4.6731700E-01  0.0000000E+00  5.3221700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
89  7.5310500E-01  0.0000000E+00  2.8689800E-01  4.6620700E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
90  7.5269000E-01  0.0000000E+00  2.8767000E-01  4.6502000E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
91  7.5235800E-01  0.0000000E+00  2.8843900E-01  4.6391900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
92  7.5207200E-01  0.0000000E+00  2.8926100E-01  4.6281100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
93  2.9015200E-01  0.0000000E+00  2.9015200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
94  2.9099800E-01  0.0000000E+00  2.9099800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
95  2.9194100E-01  0.0000000E+00  2.9194100E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
96  2.9290200E-01  0.0000000E+00  2.9290200E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
97  2.9409900E-01  0.0000000E+00  2.9409900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
98  2.9494900E-01  0.0000000E+00  2.9494900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
99  2.9614900E-01  0.0000000E+00  2.9614900E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
100  2.9705800E-01  0.0000000E+00  2.9705800E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00

