#F EADL97_LShellNonradiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 nonradiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellNonradiativeRates.py
#U06

#S 1 L1-Shell nonradiative rates
#N 51
#L Z  TOTAL  L1-L2L2  L1-L2L3  L1-L2M1  L1-L2M2  L1-L2M3  L1-L2M4  L1-L2M5  L1-L3L2  L1-L3L3  L1-L3M1  L1-L3M2  L1-L3M3  L1-L3M4  L1-L3M5  L1-M1L2  L1-M1L3  L1-M1M1  L1-M1M2  L1-M1M3  L1-M1M4  L1-M1M5  L1-M2L2  L1-M2L3  L1-M2M1  L1-M2M2  L1-M2M3  L1-M2M4  L1-M2M5  L1-M3L2  L1-M3L3  L1-M3M1  L1-M3M2  L1-M3M3  L1-M3M4  L1-M3M5  L1-M4L2  L1-M4L3  L1-M4M1  L1-M4M2  L1-M4M3  L1-M4M4  L1-M4M5  L1-M5L2  L1-M5L3  L1-M5M1  L1-M5M2  L1-M5M3  L1-M5M4  L1-M5M5
57  9.4558749E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2741700E-02  2.5371700E-02  4.6375800E-02  3.6427700E-02  5.1078000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3175200E-04  8.7834400E-04  1.1133000E-03  1.3737800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0825900E-03  8.8720400E-03  5.9685400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0385200E-03  7.2646600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0415500E-02
58  9.4264047E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2611700E-02  2.5144000E-02  4.5787700E-02  3.5985000E-02  5.0329300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2600600E-04  8.5495000E-04  1.1262000E-03  1.3658900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0713200E-03  8.6193500E-03  5.7774200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0280700E-03  7.1602600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0121900E-02
59  9.3957071E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2459300E-02  2.4890300E-02  4.5137800E-02  3.5493200E-02  4.9512100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2026900E-04  8.3153000E-04  1.1364200E-03  1.3512100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0611000E-03  8.3284800E-03  5.5616100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0113900E-03  7.0476800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9801300E-02
60  9.3645386E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2306500E-02  2.4608800E-02  4.4451000E-02  3.4939900E-02  4.8608900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1478300E-04  8.0550400E-04  1.1452100E-03  1.3386200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0492500E-03  8.0559900E-03  5.3586700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9915600E-03  6.9163200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9428600E-02
61  9.3328054E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2150500E-02  2.4322300E-02  4.3752900E-02  3.4364200E-02  4.7675900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0884200E-04  7.7882300E-04  1.1529700E-03  1.3250500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0374500E-03  7.7816100E-03  5.1556300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9688800E-03  6.7785800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9040700E-02
62  9.2996325E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2019500E-02  2.4102500E-02  4.3156600E-02  3.3879000E-02  4.6869900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0458600E-04  7.5617700E-04  1.1624500E-03  1.3101700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0306800E-03  7.5063600E-03  4.9536500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9491100E-03  6.6637800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8710200E-02
63  9.2696525E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1873500E-02  2.3830600E-02  4.2480200E-02  3.3307300E-02  4.5943300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9766100E-05  7.3043100E-04  1.1695100E-03  1.2962000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0218000E-03  7.2411800E-03  4.7587900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9252600E-03  6.5240100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8313600E-02
64  9.2349647E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1713200E-02  2.3525300E-02  4.1755900E-02  3.2637600E-02  4.4887000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3270100E-05  6.9829400E-04  1.1807700E-03  1.2818400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0055900E-03  6.9831600E-03  4.5744000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9011600E-03  6.3719900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7889100E-02
65  9.1999954E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1610000E-02  2.3367500E-02  4.1256300E-02  3.2219900E-02  4.4174500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9192900E-05  6.7914700E-04  1.1909200E-03  1.2693300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0033000E-03  6.7378100E-03  4.3942700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8824100E-03  6.2677700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7586100E-02
66  9.1707376E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1482300E-02  2.3119400E-02  4.0621200E-02  3.1651700E-02  4.3256500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5081400E-05  6.5512500E-04  1.1973900E-03  1.2555800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9770300E-04  6.4918900E-03  4.2148900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8559100E-03  6.1302200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7192900E-02
67  9.1326808E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1380600E-02  2.2957600E-02  4.0112800E-02  3.1207100E-02  4.2509500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.1305800E-05  6.3550300E-04  1.2062500E-03  1.2417100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9724500E-04  6.2522500E-03  4.0415000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8334900E-03  6.0175800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6865300E-02
68  9.0973035E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1282000E-02  2.2780800E-02  3.9590200E-02  3.0733600E-02  4.1723400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7693200E-05  6.1507800E-04  1.2140300E-03  1.2305600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9648600E-04  6.0325400E-03  3.8813100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8096800E-03  5.8930900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6507400E-02
69  9.1789135E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4901100E-01  0.0000000E+00  0.0000000E+00  9.4861400E-03  1.9169100E-02  3.3128500E-02  2.5652500E-02  3.4704400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2938900E-05  5.0484400E-04  1.0360000E-03  1.0340700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.4499200E-04  4.9331700E-03  3.1598100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5136600E-03  4.8906000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3691900E-02
70  9.2955631E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3158100E-01  0.0000000E+00  0.0000000E+00  7.3508900E-03  1.4882800E-02  2.5561300E-02  1.9751800E-02  2.6627200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7296900E-05  3.8279400E-04  8.1424300E-04  7.9848800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6220900E-04  3.7071100E-03  2.3637100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1664300E-03  3.7454700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0478100E-02
71  9.2719682E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8868000E-01  0.0000000E+00  0.0000000E+00  6.9378700E-03  1.4057700E-02  2.4000900E-02  1.8491100E-02  2.4836400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2976800E-05  3.5235700E-04  7.7895500E-04  7.5243700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3141800E-04  3.3984600E-03  2.1568200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0933400E-03  3.4837300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7388600E-03
72  9.2608859E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0591400E-01  0.0000000E+00  0.0000000E+00  6.6702200E-03  1.3539400E-02  2.2964600E-02  1.7645700E-02  2.3610500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9755000E-05  3.3150200E-04  7.5923400E-04  7.2031600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1514700E-04  3.1650600E-03  1.9996700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0437200E-03  3.3054600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.2313300E-03
73  9.2817123E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6726800E-02  3.6788300E-01  0.0000000E+00  0.0000000E+00  6.0467000E-03  1.2284800E-02  2.0700900E-02  1.5854700E-02  2.1129700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4661600E-05  2.9329300E-04  6.9695800E-04  6.5152900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6440400E-04  2.7842100E-03  1.7513600E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3817400E-04  2.9490800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.2298200E-03
74  9.3075607E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6701000E-01  3.3947000E-01  0.0000000E+00  0.0000000E+00  5.3957700E-03  1.0972800E-02  1.8367800E-02  1.3998400E-02  1.8581800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9264000E-05  2.5377500E-04  6.3280300E-04  5.8066000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0779200E-04  2.4146200E-03  1.5137300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3178800E-04  2.5881500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2194100E-03
75  9.3151687E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1287500E-01  3.2270100E-01  0.0000000E+00  0.0000000E+00  5.0303700E-03  1.0248800E-02  1.7030000E-02  1.2941900E-02  1.7109900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6192700E-05  2.3186800E-04  5.9705300E-04  5.3857300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8069500E-04  2.1788900E-03  1.3598500E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.6818400E-04  2.3770800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6231300E-03
76  9.2978176E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2682400E-01  3.1442500E-01  0.0000000E+00  0.0000000E+00  4.9409400E-03  1.0072800E-02  1.6622400E-02  1.2577300E-02  1.6558400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4892700E-05  2.2258200E-04  5.9306300E-04  5.2722700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.7918000E-04  2.0744600E-03  1.2896300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4679000E-04  2.2934400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3843200E-03
77  9.2414584E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3110600E-01  3.1448300E-01  0.0000000E+00  0.0000000E+00  5.0078700E-03  1.0230000E-02  1.6748200E-02  1.2632800E-02  1.6558500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4190900E-05  2.2164700E-04  6.0765800E-04  5.3124400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9373900E-04  2.0343400E-03  1.2596900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4868000E-04  2.2867800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.3575700E-03
78  9.2057838E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3411700E-01  3.0844700E-01  0.0000000E+00  0.0000000E+00  5.0012200E-03  1.0227300E-02  1.6614900E-02  1.2482300E-02  1.6289200E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3149900E-05  2.1688000E-04  6.1305800E-04  5.2857100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.0096700E-04  1.9696500E-03  1.2151700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3875400E-04  2.2405500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2227800E-03
79  9.1774763E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3470100E-01  3.0422600E-01  0.0000000E+00  0.0000000E+00  5.0135100E-03  1.0272000E-02  1.6548800E-02  1.2389600E-02  1.6093800E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2411400E-05  2.1391600E-04  6.2072300E-04  5.2635200E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1148100E-04  1.9096300E-03  1.1740700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.3158600E-04  2.2065600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.1199500E-03
80  9.1361160E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3280700E-01  3.0121000E-01  0.0000000E+00  0.0000000E+00  5.0335800E-03  1.0324900E-02  1.6496300E-02  1.2298700E-02  1.5899300E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1529600E-05  2.1094700E-04  6.2909100E-04  5.2612300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.2222200E-04  1.8587900E-03  1.1394700E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2488900E-04  2.1707900E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0138600E-03
81  9.0884097E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3246900E-01  2.9585300E-01  0.0000000E+00  0.0000000E+00  5.0752400E-03  1.0433000E-02  1.6516500E-02  1.2267800E-02  1.5783600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0939000E-05  2.0978000E-04  6.4008800E-04  5.2659900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.3658100E-04  1.8130400E-03  1.1083900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2131200E-04  2.1472700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9405400E-03
82  9.0187719E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3346400E-01  2.9664900E-01  0.0000000E+00  0.0000000E+00  5.1791000E-03  1.0658400E-02  1.6726200E-02  1.2367000E-02  1.5833000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0410000E-05  2.1096400E-04  6.5879800E-04  5.3463800E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5753900E-04  1.7944200E-03  1.0946300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2552200E-04  2.1441600E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.9251600E-03
83  8.9770980E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3307200E-01  2.9238700E-01  0.0000000E+00  0.0000000E+00  5.2084700E-03  1.0742100E-02  1.6694600E-02  1.2295000E-02  1.5659700E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9771600E-05  2.0973500E-04  6.6816400E-04  5.3332300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7163100E-04  1.7468900E-03  1.0636300E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1891200E-04  2.1126100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8287800E-03
84  8.9240980E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3030700E-01  2.8908300E-01  0.0000000E+00  0.0000000E+00  5.2438100E-03  1.0828400E-02  1.6668000E-02  1.2220300E-02  1.5481100E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8979900E-05  2.0876800E-04  6.7788100E-04  5.3379000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8643500E-04  1.7069000E-03  1.0382400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1255700E-04  2.0785400E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.7270200E-03
85  8.8773996E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2868400E-01  2.8529600E-01  0.0000000E+00  0.0000000E+00  5.2835600E-03  1.0924600E-02  1.6656700E-02  1.2134700E-02  1.5288500E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7835800E-05  2.0700300E-04  6.9142100E-04  5.3521400E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.0035500E-04  1.6730800E-03  1.0180000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0812200E-04  2.0450000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6295600E-03
