66 N6  0.00000000000000E+0000
66 N7  0.00000000000000E+0000
66 O1  0.00000000000000E+0000
66 O2  0.00000000000000E+0000
66 O3  0.00000000000000E+0000
67 K   9.75053000000116E-0001
67 L1  9.40000000000509E-0002
67 L2  1.89000000000078E-0001
67 L3  1.82000000000016E-0001
67 M1  1.07999999999997E-0003
67 M2  1.84999999999924E-0003
67 M3  1.45000000000017E-0003
67 M4  6.70000000000215E-0003
67 M5  1.05999999999966E-0002
67 N1  3.70000000000092E-0005
67 N2  7.00000000000145E-0005
67 N3  5.89999999999757E-0005
67 N4  1.10000000000054E-0004
67 N5  1.10000000000054E-0004
67 N6  0.00000000000000E+0000
67 N7  0.00000000000000E+0000
67 O1  0.00000000000000E+0000
67 O2  0.00000000000000E+0000
67 O3  0.00000000000000E+0000
68 K   9.77230999999847E-0001
68 L1  1.00000000000022E-0001
68 L2  2.00000000000045E-0001
68 L3  1.92000000000007E-0001
68 M1  1.10332999999940E-0003
68 M2  1.88999999999950E-0003
68 M3  1.51999999999930E-0003
68 M4  7.33333000000158E-0003
68 M5  1.20332999999988E-0002
68 N1  4.10000000000132E-0005
68 N2  6.83333000000008E-0005
68 N3  5.66666999999854E-0005
68 N4  9.66666999999699E-0005
68 N5  1.03332999999983E-0004
68 N6  0.00000000000000E+0000
68 N7  0.00000000000000E+0000
68 O1  0.00000000000000E+0000
68 O2  0.00000000000000E+0000
68 O3  0.00000000000000E+0000
69 K   9.79025999999976E-0001
69 L1  1.05999999999994E-0001
69 L2  2.11000000000013E-0001
69 L3  2.01000000000022E-0001
69 M1  1.12666999999966E-0003
69 M2  1.92999999999977E-0003
69 M3  1.59000000000020E-0003
69 M4  7.96667000000184E-0003
69 M5  1.34666999999950E-0002
69 N1  4.50000000000172E-0005
69 N2  6.66666999999954E-0005
69 N3  5.43332999999868E-0005
69 N4  8.33332999999881E-0005
69 N5  9.66666999999699E-0005
69 N6  0.00000000000000E+0000
69 N7  0.00000000000000E+0000
69 O1  0.00000000000000E+0000
69 O2  0.00000000000000E+0000
69 O3  0.00000000000000E+0000
70 K   9.80457999999999E-0001
70 L1  1.11999999999966E-0001
70 L2  2.21999999999980E-0001
70 L3  2.18000000000075E-0001
70 M1  1.15000000000087E-0003
70 M2  1.97000000000003E-0003
70 M3  1.65999999999933E-0003
70 M4  8.60000000000127E-0003
70 M5  1.48999999999972E-0002
70 N1  4.90000000000212E-0005
70 N2  6.49999999999817E-0005
70 N3  5.19999999999965E-0005
70 N4  7.00000000000145E-0005
70 N5  9.00000000000345E-0005
70 N6  0.00000000000000E+0000
70 N7  0.00000000000000E+0000
70 O1  0.00000000000000E+0000
70 O2  0.00000000000000E+0000
70 O3  0.00000000000000E+0000
71 K   9.81550000000425E-0001
71 L1  1.20000000000004E-0001
71 L2  2.33999999999924E-0001
71 L3  2.20000000000027E-0001
