
#S 1 L1 x-ray emission rates
#N 20
#L Z  TOTAL  L1L2  L1L3  L1M1  L1M2  L1M3  L1M4  L1M5  L1N1  L1N2  L1N3  L1N4  L1N5  L1N67  L1O1  L1O2  L1O3  L1O45  L1P23
62  0.52388  0.033271  0.00026151  0.00024051  0.083416  0.73681  0.0077117  5.8219e-005  5.631e-005  0.013744  0.12293  1.0479e-005  5.9746e-005  0.0013075  8.1698e-006  7.7117e-006  0  0.00011205  0  0  0  
63  0.5677  0.033521  0.00027092  0.0002489  0.083143  0.73631  0.0077858  6.0419e-005  5.8482e-005  0.013775  0.1233  1.3387e-005  7.6097e-005  0.0013106  8.3847e-006  7.8915e-006  0  0.00011009  0  0  0  
64  0.61466  0.033759  0.00028016  0.00025705  0.082973  0.73374  0.0078906  6.2799e-005  6.0847e-005  0.013926  0.12462  1.5667e-005  8.9318e-005  0.0013764  9.1596e-006  8.6878e-006  0.00079719  0.00012739  0  0  0  
65  0.66157  0.034191  0.00029128  0.00026679  0.083135  0.73461  0.007981  6.4997e-005  6.3032e-005  0.013861  0.12395  2.0406e-005  0.00011518  0.0013241  8.8275e-006  8.2984e-006  0  0.00010717  0  0  0  
66  0.71264  0.034548  0.0003017  0.00027616  0.083072  0.73389  0.0080826  6.7355e-005  6.5251e-005  0.013892  0.12419  2.4416e-005  0.00013794  0.0013303  9.0368e-006  8.4896e-006  0  0.0001058  0  0  0  
67  0.76653  0.034911  0.00031245  0.00028557  0.082971  0.73317  0.0081797  6.9795e-005  6.7708e-005  0.01392  0.12446  2.8831e-005  0.00016281  0.0013372  9.2625e-006  8.6755e-006  0  0.00010463  0  0  0  
68  0.82429  0.035267  0.00032295  0.0002948  0.082859  0.73275  0.0082859  7.2062e-005  7e-005  0.013915  0.12447  3.3726e-005  0.00018986  0.001343  9.4627e-006  8.8561e-006  0  0.00010336  0  0  0  
69  0.88397  0.035635  0.00033418  0.00030476  0.082922  0.73193  0.008394  7.4437e-005  7.2401e-005  0.013937  0.12467  3.9029e-005  0.00021935  0.0013519  9.6836e-006  9.0501e-006  0  0.00010238  0  0  0  
70  0.94751  0.036095  0.00034511  0.00031451  0.082743  0.73139  0.0084959  7.6833e-005  7.4828e-005  0.013942  0.12475  4.4854e-005  0.00025108  0.0013594  9.8996e-006  9.2453e-006  0  0.00010132  0  0  0  
71  1.0157  0.036427  0.00035639  0.0003239  0.0826  0.72951  0.0086144  7.9351e-005  7.748e-005  0.014019  0.12552  5.0013e-005  0.00028058  0.0014216  1.0731e-005  1.0042e-005  0.00057101  0.0001208  0  0  0  
72  1.0876  0.03687  0.00036686  0.00033376  0.082383  0.72728  0.0087348  8.1923e-005  8.0176e-005  0.014104  0.12633  5.5351e-005  0.00031077  0.0014867  1.1493e-005  1.0941e-005  0.0014205  0.0001347  0  0  0  
73  1.163  0.03723  0.00037746  0.00034307  0.082113  0.72483  0.0088648  8.4521e-005  8.2973e-005  0.014196  0.12725  6.0962e-005  0.00034221  0.0015537  1.2381e-005  1.1866e-005  0.0024935  0.00014608  0  0  0  
74  1.2434  0.037637  0.00038844  0.00035305  0.081869  0.72219  0.0089992  8.7097e-005  8.5328e-005  0.014275  0.12811  6.6589e-005  0.00037396  0.0016197  1.327e-005  1.2707e-005  0.0037637  0.0001557  0  0  0  
75  1.3287  0.038007  0.00039964  0.00036201  0.081583  0.7195  0.0091217  8.9636e-005  8.8658e-005  0.01436  0.12892  7.2402e-005  0.00040641  0.0016866  1.4149e-005  1.3622e-005  0.0052081  0.00016399  0  0  0  
76  1.4178  0.03837  0.00041051  0.00037171  0.081255  0.71663  0.0092611  9.2258e-005  9.1624e-005  0.014438  0.12978  7.8434e-005  0.00044013  0.0017542  1.5024e-005  1.4601e-005  0.0068277  0.00017133  0  0  0  
77  1.5128  0.038407  0.00042109  0.00038142  0.080912  0.71327  0.0093935  9.4794e-005  9.4596e-005  0.01451  0.13056  8.4482e-005  0.00047397  0.0018066  1.5667e-005  1.5204e-005  0.0095653  0  0  0  0  
78  1.6123  0.039197  0.00043167  0.00039073  0.080566  0.71014  0.0095327  9.7373e-005  9.7622e-005  0.014581  0.1313  9.0737e-005  0.00050857  0.0018792  1.6622e-005  1.625e-005  0.011071  8.0628e-005  0  0  0  
79  1.7171  0.039602  0.00044261  0.00040068  0.080194  0.70701  0.0096675  9.9879e-005  0.00010064  0.014647  0.13203  9.7141e-005  0.00054395  0.0019452  1.7471e-005  1.7239e-005  0.013104  8.2757e-005  0  0  0  
80  1.8254  0.040047  0.00045416  0.00041088  0.079929  0.70397  0.0098227  0.00010255  0.00010387  0.01472  0.13285  0.00010387  0.00058071  0.0020215  1.8462e-005  1.8407e-005  0.014655  0.00019393  0  0  0  
81  1.9398  0.040468  0.000465  0.00042066  0.079596  0.70111  0.0099702  0.00010511  0.00010707  0.01479  0.13357  0.00011068  0.00061862  0.0020982  1.9487e-005  1.959e-005  0.01629  0.00024023  3.5829e-007  0  0  
82  2.0597  0.040977  0.00047628  0.00043064  0.079283  0.69816  0.010123  0.00010769  0.00011036  0.014857  0.13434  0.00011764  0.00065689  0.0021751  2.0537e-005  2.0877e-005  0.017867  0.00027771  1.0099e-006  0  0  
83  2.1846  0.041426  0.00048796  0.00044127  0.079008  0.69532  0.010286  0.00011027  0.00011371  0.014923  0.13508  0.00012483  0.00069624  0.0022567  2.1606e-005  2.2201e-005  0.019363  0.00031264  1.9088e-006  0  0  
84  2.3153  0.041939  0.0004993  0.00045135  0.078695  0.69279  0.010448  0.00011282  0.00011714  0.014988  0.13562  0.00013217  0.00073642  0.0023367  2.2632e-005  2.3539e-005  0.020732  0.00034683  3.0493e-006  0  0  
85  2.4527  0.042442  0.00051086  0.00046193  0.078402  0.68984  0.010609  0.0001153  0.0001206  0.015044  0.13658  0.00013984  0.0007775  0.0024218  2.3688e-005  2.4911e-005  0.022098  0.0003808  4.444e-006  0  0  
86  2.5945  0.042975  0.00052264  0.00047292  0.078126  0.68722  0.01078  0.00011794  0.00012411  0.015109  0.13721  0.00014762  0.00081981  0.0025053  2.4745e-005  2.6325e-005  0.023396  0.00041472  6.0512e-006  0  0  
87  2.743  0.043528  0.00053408  0.00048377  0.077833  0.68464  0.010937  0.0001203  0.0001276  0.015166  0.1378  0.0001553  0.00086255  0.0025884  2.5774e-005  2.7779e-005  0.024681  0.00046117  7.4005e-006  0  1.6114e-005  
88  2.8995  0.044042  0.00054561  0.00049422  0.07753  0.68184  0.01114  0.00012278  0.0001314  0.015209  0.13864  0.00016348  0.00090567  0.0026729  2.6798e-005  2.9246e-005  0.025935  0.00050836  8.6566e-006  0  5.1836e-005  
89  3.0609  0.044627  0.00055767  0.0005054  0.077264  0.6792  0.011304  0.00012512  0.00013525  0.015257  0.13917  0.00017152  0.00094905  0.0027606  2.7835e-005  3.0775e-005  0.027148  0.00055277  9.7356e-006  0.00019961  0  
90  3.2308  0.04519  0.0005692  0.00051659  0.076977  0.67661  0.011483  0.00012752  0.00013897  0.01529  0.13959  0.00017983  0.00099665  0.0028476  2.8847e-005  3.2314e-005  0.028321  0.00059551  1.0771e-005  0.00049678  0  
91  3.4036  0.045834  0.00058145  0.00052827  0.076772  0.67459  0.011664  0.00012986  0.00014279  0.015366  0.14044  0.00018833  0.0010401  0.0029263  2.9704e-005  3.3641e-005  0.028852  0.0005979  1.0695e-005  0.0002086  6.6166e-005  
92  3.5856  0.046435  0.00059348  0.00053993  0.076528  0.67241  0.011853  0.00013192  0.0001467  0.015395  0.14112  0.00019718  0.0010877  0.0030064  3.0594e-005  3.5057e-005  0.02959  0.00061774  1.11e-005  0.00020889  6.685e-005  
93  3.7727  0.047102  0.00060567  0.00055212  0.076338  0.67034  0.01206  0.00013412  0.00015082  0.015453  0.14154  0.00020595  0.0011345  0.0030906  3.1463e-005  3.6526e-005  0.030297  0.00063668  1.1451e-005  0.00020754  6.7405e-005  
94  3.9664  0.047776  0.00061819  0.00056449  0.076139  0.66861  0.012253  0.00013639  0.0001548  0.015505  0.14219  0.00021505  0.0011824  0.0031691  3.2246e-005  3.7868e-005  0.030708  0.00063634  1.1244e-005  0  5.7961e-005  
95  4.1705  0.048435  0.00063014  0.00057643  0.07601  0.66659  0.012445  0.00013835  0.00015897  0.015538  0.14267  0.00022395  0.0012301  0.003249  3.3018e-005  3.93e-005  0.031315  0.00065316  1.1533e-005  0  5.8051e-005  
96  4.3827  0.049102  0.00064207  0.00058867  0.075752  0.6642  0.012618  0.0001401  0.00016314  0.015561  0.14329  0.00023319  0.00128  0.0033335  3.3792e-005  4.0842e-005  0.032058  0.00068907  1.2412e-005  0.00019645  6.8679e-005  
97  4.6007  0.049797  0.00065425  0.00060122  0.075424  0.66229  0.012824  0.00014194  0.00016737  0.015585  0.14389  0.00024257  0.0013281  0.0034125  3.4495e-005  4.232e-005  0.032582  0.00070424  1.2694e-005  0.00019128  6.912e-005  
98  4.8243  0.050536  0.00066745  0.00061439  0.075244  0.66082  0.013038  0.00014385  0.00017184  0.015629  0.14427  0.00025226  0.0013784  0.0034927  3.5155e-005  4.3695e-005  0.032896  0.00070062  1.2333e-005  0  5.8205e-005  
99  5.0604  0.051241  0.00067781  0.00062643  0.075092  0.65884  0.01322  0.00014524  0.00017607  0.015651  0.14485  0.00026184  0.0014287  0.0035708  3.5768e-005  4.5174e-005  0.033357  0.00071535  1.2548e-005  0  5.8216e-005  
100  5.3023  0.051977  0.00069026  0.00063934  0.074873  0.65707  0.013428  0.00014692  0.00018049  0.015691  0.14522  0.00027158  0.0014805  0.0036493  3.6361e-005  4.6678e-005  0.033797  0.00073176  1.2768e-005  0  5.7522e-005  
101  5.5539  0.05272  0.00070221  0.0006536  0.074723  0.65522  0.01363  0.00014818  0.0001851  0.015701  0.14566  0.00028143  0.0015323  0.0037289  3.6893e-005  4.8183e-005  0.03421  0.00074543  1.2982e-005  0  5.8338e-005  
102  5.8144  0.053488  0.00071375  0.00066731  0.074471  0.65338  0.013828  0.00014946  0.00018953  0.01572  0.14619  0.00029152  0.001584  0.0038061  3.739e-005  4.9704e-005  0.034604  0.00076018  1.3174e-005  0  5.8304e-005  
103  6.0859  0.054224  0.00072463  0.00068026  0.07427  0.65134  0.014016  0.00015035  0.00019406  0.015741  0.14657  0.00030152  0.0016349  0.0038844  3.7858e-005  5.1266e-005  0.035147  0.00079364  1.4065e-005  0.00015232  7.1477e-005  
104  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
105  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
106  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
107  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
108  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
109  6.3663  0.054977  0.00073513  0.00069271  0.074141  0.6492  0.0142  0.00015127  0.0001987  0.015755  0.14687  0.0003118  0.0016886  0.0039631  3.8296e-005  5.3092e-005  0.035704  0.00082937  1.4954e-005  0.00039379  8.1209e-005  
