
#S 1 M1 emission rates
#N 20
#L Z  TOTAL  M1M2  M1M3  M1M4  M1M5  M1N1  M1N2  M1N3  M1N4  M1N5  M1N6  M1N7  M1O1  M1O2  M1O3  M1O4  M1O5  M1P2  M1P3
48  5.4521e-005  6.603e-009  0.00013499  0.92259  0.077218  4.7688e-005  0  0  0  1.2289e-005  0  0  0  0  0  0  0  0  
49  6.8004e-005  1.084e-008  0.0001728  0.92389  0.075752  0.00016007  0  0  0  2.3822e-005  0  0  0  0  0  0  0  0  
50  8.1488e-005  1.3674e-008  0.0001981  0.92476  0.07477  0.00023527  0  0  0  3.1538e-005  0  0  0  0  0  0  0  0  
51  9.4972e-005  1.5704e-008  0.00021622  0.92539  0.074067  0.00028911  0  0  0  3.7064e-005  0  0  0  0  0  0  0  0  
52  0.00010846  1.7229e-008  0.00022983  0.92586  0.073539  0.00032956  0  0  0  4.1215e-005  0  0  0  0  0  0  0  0  
53  0.00012194  1.8417e-008  0.00024043  0.92623  0.073128  0.00036107  0  0  0  4.4449e-005  0  0  0  0  0  0  0  0  
54  0.00013542  1.9368e-008  0.00024891  0.92652  0.072799  0.0003863  0  0  0  4.7038e-005  0  0  0  0  0  0  0  0  
55  0.00016765  1.7894e-008  0.00022725  0.82313  0.064419  0.00036146  0.00010021  0  0  4.3662e-005  0.10379  0.007933  0  0  0  2.8631e-006  0  0  
56  0.00019835  3.025e-008  0.0002699  0.82235  0.062573  0.00043123  0.00011921  0  0  5.3139e-005  0.10632  0.0078762  0  0  0  4.0781e-006  0  0  
57  0.00022904  3.9294e-008  0.00030111  0.82178  0.061221  0.0004823  0.00013312  0  0  6.0076e-005  0.10818  0.0078346  0  0  0  4.9676e-006  0  0  
58  0.00025974  4.6201e-008  0.00032495  0.82135  0.060189  0.0005213  0.00014374  0  0  6.5374e-005  0.1096  0.0078028  0  0  0  5.6468e-006  0  0  
59  0.00029043  5.1648e-008  0.00034374  0.82101  0.059376  0.00055206  0.00015211  0  0  6.9552e-005  0.11072  0.0077777  0  0  0  6.1824e-006  0  0  
60  0.00032112  5.6053e-008  0.00035895  0.82073  0.058717  0.00057693  0.00015889  0  0  7.2931e-005  0.11162  0.0077575  0  0  0  6.6157e-006  0  0  
61  0.00035182  5.969e-008  0.0003715  0.8205  0.058174  0.00059747  0.00016448  0  0  7.5721e-005  0.11237  0.0077407  0  0  0  6.9733e-006  0  0  
62  0.00038251  6.2743e-008  0.00038204  0.82031  0.057718  0.00061471  0.00016917  0  0  7.8063e-005  0.113  0.0077267  0  0  0  7.2736e-006  0  0  
63  0.00041321  6.5343e-008  0.00039101  0.82014  0.057329  0.00062939  0.00017317  0  0  8.0057e-005  0.11353  0.0077147  0  0  0  7.5292e-006  0  0  
64  0.0024239  1.2377e-008  7.3022e-005  0.15017  0.010438  0.00011758  3.2344e-005  0.81686  3.0117e-007  1.4976e-005  0.020875  0.0014109  7.5498e-006  0  0  1.4192e-006  0  0  
65  0.002714  1.5967e-008  7.8605e-005  0.14996  0.010182  0.0001262  3.4635e-005  0.81799  3.525e-007  1.5733e-005  0.020272  0.0013351  5.619e-006  0  0  1.4075e-006  0  0  
66  0.0030041  1.8863e-008  8.311e-005  0.1498  0.0099754  0.00013315  3.6484e-005  0.81889  3.9391e-007  1.6345e-005  0.019784  0.0012738  4.0612e-006  0  0  1.3981e-006  0  0  
67  0.0032941  2.125e-008  8.6821e-005  0.14966  0.0098054  0.00013888  3.8007e-005  0.81964  4.2804e-007  1.6848e-005  0.019383  0.0012234  2.7777e-006  0  0  1.3904e-006  0  0  
68  0.0035842  2.325e-008  8.9932e-005  0.14955  0.0096628  0.00014369  3.9284e-005  0.82027  4.5664e-007  1.727e-005  0.019047  0.0011811  1.7019e-006  0  0  1.3839e-006  0  0  
69  0.0038743  2.4951e-008  9.2577e-005  0.14945  0.0095416  0.00014777  4.0369e-005  0.8208  4.8095e-007  1.7629e-005  0.018761  0.0011452  7.8725e-007  0  0  1.3783e-006  0  0  
70  0.0041643  2.6415e-008  9.4853e-005  0.14936  0.0094373  0.00015129  4.1303e-005  0.82126  5.0188e-007  1.7938e-005  0.018514  0.0011142  0  0  0  1.3736e-006  0  0  
71  0.0049686  3.5624e-008  9.7311e-005  0.14205  0.0087026  0.00015678  4.2688e-005  0.8288  6.5028e-007  1.975e-005  0.019017  0.0011061  0  0  0  1.6479e-006  0  0  
72  0.0057729  4.2266e-008  9.9084e-005  0.13678  0.0081727  0.00016075  4.3687e-005  0.83424  7.5733e-007  2.1057e-005  0.01938  0.0011003  0  0  0  1.8459e-006  0  0  
73  0.0065772  4.7285e-008  0.00010042  0.13279  0.0077723  0.00016375  4.4441e-005  0.83835  8.382e-007  2.2044e-005  0.019654  0.0010959  0  0  0  1.9954e-006  0  0  
74  0.0073815  5.1209e-008  0.00010147  0.12968  0.0074592  0.00016609  4.5032e-005  0.84157  9.0144e-007  2.2817e-005  0.019869  0.0010925  0  0  0  2.1123e-006  0  0  
75  0.0081858  5.4363e-008  0.00010231  0.12717  0.0072076  0.00016797  4.5506e-005  0.84415  9.5226e-007  2.3437e-005  0.020041  0.0010897  0  0  0  2.2063e-006  0  0  
76  0.0089901  5.6952e-008  0.000103  0.12512  0.0070011  0.00016952  4.5895e-005  0.84627  9.9399e-007  2.3946e-005  0.020182  0.0010874  0  0  0  2.2834e-006  0  0  
77  0.0097944  5.9116e-008  0.00010358  0.1234  0.0068284  0.00017081  4.6221e-005  0.84804  1.0289e-006  2.4372e-005  0.0203  0.0010855  0  0  0  2.3479e-006  0  0  
78  0.010599  6.0951e-008  0.00010407  0.12194  0.006682  0.00017191  4.6497e-005  0.84954  1.0584e-006  2.4733e-005  0.020401  0.0010839  0  0  0  2.4026e-006  0  0  
79  0.011403  6.2528e-008  0.00010449  0.12069  0.0065562  0.00017285  4.6734e-005  0.85083  1.0838e-006  2.5044e-005  0.020487  0.0010825  0  0  0  2.4495e-006  0  0  
80  0.012208  6.3895e-008  0.00010485  0.1196  0.0064468  0.00017366  4.6938e-005  0.85193  1.1059e-006  2.5312e-005  0.020561  0.0010813  1.9414e-005  5.1034e-006  0  2.4903e-006  0  0  
81  0.013898  8.7229e-008  0.00010998  0.11889  0.0061847  0.00018492  4.9902e-005  0.85182  1.3649e-006  2.794e-005  0.021608  0.0010937  2.515e-005  6.7171e-006  0  3.6076e-006  0  0  
82  0.015588  1.055e-007  0.00011399  0.11833  0.0059793  0.00019373  5.2224e-005  0.85172  1.5677e-006  2.9998e-005  0.022428  0.0011034  2.9643e-005  7.9808e-006  0  4.4826e-006  0  0  
83  0.017279  1.202e-007  0.00011722  0.11789  0.0058142  0.00020083  5.4091e-005  0.85165  1.7309e-006  3.1653e-005  0.023088  0.0011112  3.3256e-005  8.9973e-006  0  5.1865e-006  0  0  
84  0.018969  1.3228e-007  0.00011987  0.11752  0.0056785  0.00020665  5.5625e-005  0.85159  1.865e-006  3.3013e-005  0.023629  0.0011176  3.6225e-005  9.8326e-006  0  5.7648e-006  0  0  
85  0.02066  1.4238e-007  0.00012209  0.11721  0.005565  0.00021152  5.6908e-005  0.85154  1.9771e-006  3.4151e-005  0.024083  0.001123  3.8708e-005  1.0531e-005  0  6.2486e-006  0  0  
86  0.02235  1.5096e-007  0.00012397  0.11695  0.0054686  0.00021566  5.7997e-005  0.85149  2.0723e-006  3.5116e-005  0.024467  0.0011275  4.0816e-005  1.1124e-005  0  6.6591e-006  0  0  
87  0.02404  1.5832e-007  0.00012559  0.11673  0.0053858  0.00021922  5.8933e-005  0.85145  2.1541e-006  3.5946e-005  0.024798  0.0011314  4.2627e-005  1.1634e-005  0  7.0119e-006  0  0  
88  0.025731  1.6472e-007  0.000127  0.11653  0.0053139  0.0002223  5.9746e-005  0.85142  2.2251e-006  3.6667e-005  0.025085  0.0011348  4.42e-005  1.2076e-005  0  7.3184e-006  0  0  
89  0.027421  1.7033e-007  0.00012823  0.11636  0.0052509  0.00022501  6.0459e-005  0.85139  2.2874e-006  3.7299e-005  0.025337  0.0011378  4.558e-005  1.2464e-005  0  7.5871e-006  0  0  
90  0.029112  1.7529e-007  0.00012932  0.11621  0.0051951  0.0002274  6.1089e-005  0.85137  2.3425e-006  3.7857e-005  0.02556  0.0011404  4.6799e-005  1.2807e-005  0  7.8246e-006  0  0  
91  0.030802  1.7971e-007  0.00013029  0.11608  0.0051455  0.00022953  6.165e-005  0.85135  2.3915e-006  3.8354e-005  0.025758  0.0011428  4.7884e-005  1.3113e-005  0  8.036e-006  0  0  
92  0.032492  1.8366e-007  0.00013116  0.11596  0.0051011  0.00023144  6.2152e-005  0.85133  2.4354e-006  3.88e-005  0.025935  0.0011449  4.8857e-005  1.3386e-005  0  8.2254e-006  0  0  
93  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
94  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
95  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
96  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
97  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
98  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
99  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
100  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
101  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
102  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
103  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
104  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
105  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
106  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
107  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
108  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  
109  0.036934  1.7328e-007  0.00012211  0.10722  0.004684  0.00021579  5.7941e-005  0.78789  2.2906e-006  3.6281e-005  0.024151  0.0010614  4.6028e-005  1.2617e-005  0.070125  7.7706e-006  0.0041967  0.00016922  

#S 5 M5 emission rates
#N 18
#L Z  TOTAL  M5N1  M5N2  M5N3  M5N4  M5N5  M5N6  M5N7  M5O1  M5O2  M5O3  M5O4  M5O5  M5O6  M5P1  M5P3  M5P4
1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
32  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
33  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
34  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
35  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
36  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
37  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
38  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
39  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
40  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
41  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
42  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
43  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
44  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
45  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
46  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
47  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
48  2.5917e-005  0.00026932  9.6462e-008  0.99934  0.00010225  0.00026199  0  0  2.4694e-005  0  0  0  0  0  0  0  0  
49  3.1915e-005  0.0003486  1.5667e-007  0.99908  0.00014682  0.00037797  0  0  4.794e-005  0  0  0  0  0  0  0  0  
50  3.7913e-005  0.0004028  1.9782e-007  0.9989  0.00017728  0.00045725  0  0  6.383e-005  0  0  0  0  0  0  0  0  
51  4.3911e-005  0.00044219  2.2773e-007  0.99877  0.00019943  0.00051487  0  0  7.5379e-005  0  0  0  0  0  0  0  0  
52  4.9909e-005  0.00047211  2.5045e-007  0.99867  0.00021625  0.00055864  0  0  8.4153e-005  0  0  0  0  0  0  0  0  
53  5.5907e-005  0.00049562  2.683e-007  0.99859  0.00022946  0.00059302  0  0  9.1043e-005  0  0  0  0  0  0  0  0  
54  6.1905e-005  0.00051456  2.8269e-007  0.99853  0.00024011  0.00062074  0  0  9.6599e-005  0  0  0  0  0  0  0  0  
55  7.6234e-005  0.00047223  2.6235e-007  0.88937  0.00022169  0.00057324  0  0  9.0117e-005  4.0664e-008  0.10927  0  0  0  5.9422e-006  0  0  
56  8.8373e-005  0.00056956  3.8976e-007  0.8869  0.00026931  0.00069353  0  0  0.00011147  6.2614e-008  0.11145  0  0  0  8.5672e-006  0  0  
57  0.00010051  0.00064338  4.864e-007  0.88503  0.00030544  0.00078476  0  0  0.00012767  7.9261e-008  0.1131  0  0  0  1.0558e-005  0  0  
58  0.00011265  0.00070129  5.6221e-007  0.88356  0.00033378  0.00085634  0  0  0.00014038  9.2321e-008  0.1144  0  0  0  1.212e-005  0  0  
59  0.00012479  0.00074793  6.2327e-007  0.88238  0.0003566  0.00091399  0  0  0.00015061  1.0284e-007  0.11544  0  0  0  1.3378e-005  0  0  
60  0.00013693  0.0007863  6.7351e-007  0.8814  0.00037538  0.00096141  0  0  0.00015903  1.1149e-007  0.1163  0  0  0  1.4413e-005  0  0  
61  0.00014907  0.00081843  7.1556e-007  0.88059  0.0003911  0.0010011  0  0  0.00016608  1.1874e-007  0.11702  0  0  0  1.528e-005  0  0  
62  0.00016121  0.00084571  7.5128e-007  0.8799  0.00040445  0.0010348  0  0  0.00017206  1.2489e-007  0.11763  0  0  0  1.6015e-005  0  0  
63  0.00017334  0.00086918  7.82e-007  0.8793  0.00041594  0.0010638  0  0  0.00017721  1.3018e-007  0.11815  0  0  0  1.6648e-005  0  0  
64  0.0016383  0.00010071  9.1559e-008  0.099494  4.8221e-005  0.0001233  0.056644  0.83013  2.057e-005  1.526e-008  0.013429  3.0642e-006  0  0  1.9472e-006  0  0  
65  0.0018268  0.00010838  1.0583e-007  0.097893  5.182e-005  0.00013229  0.056929  0.83204  2.1595e-005  1.7061e-008  0.012818  2.2899e-006  0  0  1.9314e-006  0  0  
66  0.0020154  0.00011462  1.1743e-007  0.096591  5.4746e-005  0.00013959  0.057161  0.83359  2.2428e-005  1.8524e-008  0.012322  1.6606e-006  0  0  1.9186e-006  0  0  
67  0.0022039  0.00011979  1.2705e-007  0.095512  5.7171e-005  0.00014565  0.057352  0.83488  2.3118e-005  1.9738e-008  0.011911  1.1389e-006  0  0  1.908e-006  0  0  
68  0.0023925  0.00012414  1.3515e-007  0.094603  5.9214e-005  0.00015075  0.057514  0.83596  2.3699e-005  2.076e-008  0.011564  6.9942e-007  0  0  1.899e-006  0  0  
69  0.002581  0.00012786  1.4206e-007  0.093826  6.0958e-005  0.00015511  0.057652  0.83688  2.4196e-005  2.1632e-008  0.011268  3.2416e-007  0  0  1.8914e-006  0  0  
70  0.0027695  0.00013107  1.4804e-007  0.093156  6.2465e-005  0.00015887  0.057771  0.83768  2.4625e-005  2.2386e-008  0.011013  0  0  0  1.8848e-006  0  0  
71  0.0033131  0.00013302  1.6782e-007  0.086324  6.4381e-005  0.00016329  0.058072  0.84422  2.6766e-005  2.8915e-008  0.010993  0  0  0  2.2269e-006  0  0  
72  0.0038567  0.00013442  1.8202e-007  0.081417  6.5756e-005  0.00016646  0.058289  0.84892  2.8304e-005  3.3604e-008  0.010978  0  0  0  2.4726e-006  0  0  
73  0.0044002  0.00013547  1.9272e-007  0.077723  6.6792e-005  0.00016885  0.058451  0.85245  2.9462e-005  3.7134e-008  0.010968  0  0  0  2.6576e-006  0  0  
74  0.0049438  0.00013629  2.0106e-007  0.074841  6.76e-005  0.00017072  0.058578  0.85521  3.0365e-005  3.9888e-008  0.010959  0  0  0  2.8019e-006  0  0  
75  0.0054874  0.00013695  2.0775e-007  0.07253  6.8248e-005  0.00017221  0.05868  0.85743  3.109e-005  4.2097e-008  0.010952  0  0  0  2.9176e-006  0  0  
76  0.0060309  0.00013749  2.1323e-007  0.070636  6.8779e-005  0.00017344  0.058764  0.85924  3.1683e-005  4.3907e-008  0.010947  0  0  0  3.0125e-006  0  0  
77  0.0065745  0.00013794  2.1781e-007  0.069055  6.9222e-005  0.00017446  0.058834  0.86075  3.2179e-005  4.5418e-008  0.010942  0  0  0  3.0917e-006  0  0  
78  0.007118  0.00013832  2.2169e-007  0.067715  6.9598e-005  0.00017533  0.058893  0.86203  3.2599e-005  4.6698e-008  0.010938  0  0  0  3.1587e-006  0  0  
79  0.0076616  0.00013865  2.2502e-007  0.066566  6.992e-005  0.00017607  0.058943  0.86313  3.2959e-005  4.7797e-008  0.010935  0  0  0  3.2163e-006  0  0  
80  0.0082054  0.00013893  2.279e-007  0.065567  7.0198e-005  0.00017671  0.058986  0.86407  3.3271e-005  4.8748e-008  0.010932  7.7388e-006  1.9012e-005  0  3.2661e-006  0  0  
81  0.0092963  0.00014472  2.6255e-007  0.063764  7.4819e-005  0.00018808  0.059064  0.86536  3.621e-005  6.1977e-008  0.011331  9.9709e-006  2.484e-005  0  4.5974e-006  0  0  
82  0.010387  0.0001493  2.8993e-007  0.06234  7.8469e-005  0.00019706  0.059126  0.86638  3.8531e-005  7.2426e-008  0.011647  1.1734e-005  2.9445e-005  0  5.649e-006  0  0  
83  0.011478  0.000153  3.121e-007  0.061187  8.1426e-005  0.00020434  0.059176  0.8672  4.0411e-005  8.089e-008  0.011902  1.3162e-005  3.3174e-005  0  6.5007e-006  0  0  
84  0.012569  0.00015606  3.3042e-007  0.060234  8.3869e-005  0.00021035  0.059218  0.86788  4.1965e-005  8.7884e-008  0.012113  1.4342e-005  3.6255e-005  0  7.2045e-006  0  0  
85  0.01366  0.00015863  3.4582e-007  0.059433  8.5922e-005  0.0002154  0.059252  0.86846  4.3271e-005  9.3761e-008  0.012291  1.5334e-005  3.8845e-005  0  7.796e-006  0  0  
86  0.014751  0.00016083  3.5894e-007  0.05875  8.7672e-005  0.0002197  0.059282  0.86895  4.4383e-005  9.8769e-008  0.012442  1.6179e-005  4.1051e-005  0  8.2999e-006  0  0  
87  0.015842  0.00016272  3.7025e-007  0.058162  8.918e-005  0.00022341  0.059308  0.86937  4.5343e-005  1.0309e-007  0.012572  1.6908e-005  4.2954e-005  0  8.7345e-006  0  0  
88  0.016933  0.00016436  3.801e-007  0.057649  9.0494e-005  0.00022664  0.05933  0.86974  4.6178e-005  1.0685e-007  0.012686  1.7542e-005  4.4611e-005  0  9.113e-006  0  0  
89  0.018024  0.00016581  3.8876e-007  0.057199  9.1649e-005  0.00022949  0.05935  0.87006  4.6913e-005  1.1015e-007  0.012786  1.81e-005  4.6068e-005  0  9.4458e-006  0  0  
90  0.019114  0.00016709  3.9644e-007  0.0568  9.2672e-005  0.000232  0.059367  0.87034  4.7564e-005  1.1308e-007  0.012874  1.8594e-005  4.7358e-005  0  9.7405e-006  0  0  
91  0.020205  0.00016823  4.0328e-007  0.056443  9.3585e-005  0.00023425  0.059383  0.8706  4.8144e-005  1.157e-007  0.012953  1.9035e-005  4.851e-005  0  1.0003e-005  0  0  
92  0.021296  0.00016926  4.0943e-007  0.056124  9.4404e-005  0.00023626  0.059396  0.87083  4.8665e-005  1.1804e-007  0.013024  1.9431e-005  4.9543e-005  0  1.0239e-005  0  0  
93  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
94  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
95  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
96  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
97  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
98  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
99  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
100  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
101  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
102  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
103  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
104  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
105  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
106  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
107  0.022548  0.00016897  4.12e-007  0.055436  9.4464e-005  0.00023638  0.058984  0.86481  4.8784e-005  1.193e-007  0.012994  1.9647e-005  5.0115e-005  0.0051445  1.0378e-005  0.0020001  1.4458e-006  
